"YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserId","Party"
1995,"Female","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","No","Public","No","No","Yes","Yes","Yes","No","Yes","Art","Study first","Yes","Yes","No","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","Yes","Umm...","Yes","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","Yes","No","Yes","No","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","No","Nope","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes",5288,"Democrat"
1997,"Male","over $150,000","Single (no kids)","High School Diploma","No","No","No","No","No","Yes","Private","No","No","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","Yes","Receiving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","Yes","Yes","Demanding","Yes","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Dad","Yes","No","Yes","No","Nope","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes",5289,"Democrat"
1990,"Female","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","No","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","No","Yes","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","No","Yay people!","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes",5290,"Democrat"
1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Private","Yes","No","Yes","Yes","No","Yes","Yes","Art","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","No","No","No","Yes","Yes","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Rent","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",5291,"Republican"
1995,"Male","$100,001 - $150,000","Single (no kids)","High School Diploma","No","No","No","No","Yes","No","Public","Yes","No","No","No","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",5292,"Democrat"
1948,"Male","over $150,000","Married (w/kids)","Doctoral Degree","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","People","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Only-child","No","No","Yes",5293,"Democrat"
1997,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","Yes","Public","No","No","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Hot headed","Standard hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","No","Risk-friendly","No","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5294,"Democrat"
1986,"Male","$50,000 - $74,999","Single (no kids)","Master's Degree","No","No","No","No","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","No","Art","Try first","No","Yes","Yes","No","Receiving","No","Yes","Idealist","Yes","No","Cool headed","Odd hours","Yes","Right","No","No","No","Yes","P.M.","No","Start","Yes","No","Me","Yes","No","Yes","No","Yes","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","No","Yay people!","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Rent","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Only-child","Yes","No","Yes",5295,"Democrat"
1997,"Female","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","No","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","No","No","Yes","P.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Yay people!","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","No","Yes","Yes","No","No","No",5296,"Democrat"
1992,"Male","$25,001 - $50,000","Single (w/kids)","High School Diploma","No","Yes","No","No","No","Yes","Private","No","No","No","No","Yes","Yes","Yes","Science","Try first","No","No","No","No","Giving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","No","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","No","Yes","Mysterious","No","No","Talk","People","Yes","Yes","No","No","No","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",5297,"Republican"
1985,"Female","$75,000 - $100,000","Married (no kids)","High School Diploma","No","No","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","No","No","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5298,"Republican"
1946,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","No","No","No","No","No","No","Private","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","No","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",5299,"Republican"
1996,"Male","over $150,000","Single (no kids)","Current Undergraduate","Yes","Yes","Yes","No","No","Yes","Private","No","Yes","Yes","No","No","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","No","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes",5300,"Republican"
1982,"Male","$75,000 - $100,000","Married (no kids)","Doctoral Degree","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","Yes","Talk","People","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Only-child","Yes","Yes","Yes",5302,"Republican"
1995,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","No","No","No","No","No","Yes","Private","Yes","Yes","No","No","Yes","Yes","Yes","Art","Try first","Yes","No","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",5303,"Democrat"
1991,"Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","Yes","Private","No","No","Yes","Yes","No","Yes","Yes","Science","Try first","Yes","No","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","No","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","No","Yes","No","Demanding","Yes","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Mom","No","No","Yes","No","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",5304,"Republican"
1996,"Female","over $150,000","Single (no kids)","High School Diploma","Yes","Yes","No","No","No","No","Private","Yes","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","No","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","No","No","No","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","Yes","Online","No","No","Yes","No","Yay people!","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",5305,"Republican"
1995,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","Yes","Yes","Private","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","No","A.M.","Yes","End","No","No","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Demanding","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Rent","Pessimist","Mom","No","Yes","No","No","Nope","No","No","No","Yes","No","No","Yes","No","No","Yes",5307,"Democrat"
1996,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","No","Yes","Yes","Art","Try first","No","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","No","Risk-friendly","Yes","Umm...","Yes","Space","Yes","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","Yes","Yes","Yes","No","Yes","No",5308,"Republican"
1997,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","No","No","No","Yes","Yes","Yes","No","Science","Try first","No","No","No","No","Giving","No","Yes","Idealist","Yes","No","Hot headed","Odd hours","No","Happy","No","No","Yes","Yes","P.M.","No","Start","No","No","Me","Yes","No","No","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","No","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",5309,"Democrat"
1979,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","Yes","Yes","Private","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","No","Receiving","No","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Rent","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",5310,"Republican"
1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","No","No","TMI","No","No","Talk","Technology","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Rent","Optimist","Dad","No","No","No","Yes","Nope","No","No","No","No","Yes","No","Yes","Yes","No","Yes",5311,"Democrat"
1998,"Female","over $150,000","Single (no kids)","Current K-12","No","No","No","No","No","Yes","Public","Yes","Yes","Yes","Yes","No","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","No","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","No",5314,"Democrat"
1971,"Male","over $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","Yes","TMI","No","No","Tunes","Technology","Yes","Yes","No","Yes","No","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",5315,"Republican"
1978,"Female","$50,000 - $74,999","Single (no kids)","Master's Degree","Yes","Yes","Yes","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","No","Demanding","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","Yes","No","No","Yes","Check!","No","Yes","No","No","No","Yes","Only-child","Yes","No","No",5316,"Republican"
1995,"Female","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","No","Demanding","No","PC","No","Cautious","Yes","Yes!","Yes","Space","Yes","Online","No","No","Yes","No","Grrr people","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No",5317,"Democrat"
1976,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","No","No","No","Yes","No","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes",5318,"Republican"
1986,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","No","No","No","No","Yes","Public","Yes","Yes","Yes","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Receiving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","No","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Demanding","Yes","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","No","Online","No","No","Yes","No","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No",5319,"Democrat"
1968,"Male","over $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","No","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","No","TMI","No","Yes","Talk","Technology","No","No","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",5320,"Republican"
1984,"Female","over $150,000","Married (w/kids)","Master's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","No","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","No","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Only-child","Yes","No","No",5321,"Democrat"
1994,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","Yes","Public","Yes","No","Yes","No","Yes","Yes","Yes","Science","Study first","Yes","No","Yes","Yes","Receiving","No","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","No","End","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Rent","Optimist","Dad","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",5323,"Republican"
1979,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","No","Yes","No","No","Yes","No","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","Yes","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","No","No","No","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Own","Pessimist","Mom","Yes","Yes","Yes","No","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",5324,"Democrat"
1990,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","No","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","No","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","No","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",5325,"Republican"
1986,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","No","Yes","Yes","No","No","No","Private","Yes","No","Yes","No","No","Yes","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","No","No","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5326,"Republican"
1987,"Female","$50,000 - $74,999","Married (no kids)","Master's Degree","No","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","Yes","No","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","No","No","Circumstances","No","Yes","Yes","Yes","No","TMI","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","No","Yes","No","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",5327,"Democrat"
