"","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserId"
"9831",1968,"Male","under $25,000","Domestic Partners (no kids)","Doctoral Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","No","Yes","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Socialize","No","In-person","No","No","No","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",4971
"9841",1987,"Male","$25,001 - $50,000","Single (no kids)","Doctoral Degree","No","Yes","No","No","No","No","Public","No","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",4980
"9851",1996,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Yes","Yes","No","No","No","No","Public","Yes","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","No","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No",4991
"9861",1998,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","No","Yes","No","No","Yes","No","Public","Yes","No","Yes","Yes","No","No","No","Science","Study first","Yes","Yes","No","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","End","No","No","Circumstances","Yes","Yes","No","No","Yes","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes",4993
"9871",1995,"Male","$75,000 - $100,000","Married (w/kids)","Doctoral Degree","No","Yes","No","No","No","Yes","Private","No","No","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","No","No","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",4995
"9881",1990,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Yes","Yes","No","No","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","No","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","No","End","No","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",5000
"9891",1996,"Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","No","Public","Yes","No","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","Yes","Yes","Receiving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","Yes","Yes","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes",5002
"9901",1989,"Female","under $25,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","No","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Talk","Technology","Yes","Yes","No","No","No","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",5003
"9911",1980,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","Start","No","No","Circumstances","Yes","No","No","No","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No",5008
"9921",1968,"Male","over $150,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes",5011
"9931",1948,"Male","over $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","No","Yes","No","No","No","TMI","Yes","Yes","Tunes","People","Yes","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",5021
"9941",1956,"Male","under $25,000","Married (w/kids)","Current K-12","No","No","No","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","No","End","Yes","Yes","Circumstances","Yes","Yes","Yes","No","Yes","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",5023
"9951",1976,"Female","over $150,000","Married (w/kids)","High School Diploma","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","No","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","Online","No","No","Yes","No","Yay people!","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",5030
"9961",1982,"Male","over $150,000","Married (no kids)","Master's Degree","Yes","Yes","No","Yes","Yes","No","Private","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","No","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",5031
"9971",1959,"Male","$50,000 - $74,999","Married (no kids)","Associate's Degree","No","Yes","No","Yes","No","No","Public","No","No","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","A.M.","Yes","End","No","No","Me","Yes","No","No","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",5038
"9981",1988,"Female","$75,000 - $100,000","Single (no kids)","Master's Degree","Yes","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5047
"9991",1995,"Female","$50,000 - $74,999","Single (no kids)","High School Diploma","No","No","No","No","Yes","Yes","Private","Yes","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","No","Yes","Mysterious","Yes","Yes","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","No","Grrr people","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Own","Pessimist","Mom","Yes","Yes","Yes","No","Check!","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes",5052
"10001",1998,"Female","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","No","Public","No","No","No","Yes","Yes","Yes","No","Science","Try first","Yes","Yes","No","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","Yes","Mac","No","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","No","No","Yes","Grrr people","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","Rent","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",5058
"10011",1996,"Female","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","No","Public","Yes","Yes","No","No","No","No","Yes","Science","Try first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","No","End","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No",5059
"10021",1940,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","A.M.","Yes","Start","No","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes",5060
"10031",1968,"Male","$100,001 - $150,000","Married (no kids)","Doctoral Degree","Yes","No","No","Yes","Yes","No","Private","No","Yes","No","No","No","Yes","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","People","No","No","No","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No",5062
"10041",1963,"Female","over $150,000","Married (no kids)","Bachelor's Degree","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","No","Yes","TMI","No","Yes","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",5067
"10051",1974,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","No","No","Yes","No","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",5072
"10061",1992,"Female","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","Yes","Mac","No","Cautious","No","Yes!","Yes","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No",5079
"10071",1968,"Female","under $25,000","Married (no kids)","Bachelor's Degree","Yes","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","No","Yes","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","No","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","No","Yes","Yes","Yes","No","No",5080
"10081",1993,"Female","under $25,000","Domestic Partners (no kids)","Bachelor's Degree","Yes","Yes","Yes","No","No","No","Public","No","No","Yes","Yes","No","Yes","Yes","Art","Try first","No","No","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Only-child","Yes","No","No",5081
"10091",1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","Yes","Yes","Public","No","Yes","Yes","No","Yes","Yes","No","Art","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes",5084
"10101",1971,"Female","$100,001 - $150,000","Married (w/kids)","Associate's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","No","No","Receiving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","No","Start","No","No","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",5087
"10111",1965,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Me","Yes","No","Yes","No","No","TMI","No","No","Talk","Technology","No","No","Yes","Yes","No","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",5093
"10121",1994,"Male","over $150,000","Single (w/kids)","Current K-12","Yes","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","Yes","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes",5097
"10131",1992,"Male","under $25,000","Single (no kids)","High School Diploma","No","No","Yes","Yes","Yes","Yes","Private","Yes","No","No","No","Yes","No","Yes","Art","Study first","Yes","No","No","Yes","Giving","No","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","No","TMI","No","Yes","Tunes","People","Yes","No","Yes","No","No","Demanding","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","No","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No",5098
"10141",1978,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","No","Science","Try first","Yes","Yes","No","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","Yes","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",5104
"10151",1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","No","Demanding","Yes","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","No","No","No","No","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","No","No","Yes","No","No","Yes",5109
"10161",1996,"Female","$75,000 - $100,000","Single (no kids)","Associate's Degree","Yes","Yes","No","Yes","No","Yes","Private","Yes","No","Yes","Yes","No","Yes","Yes","Art","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes",5122
"10171",1984,"Female","$75,000 - $100,000","Single (no kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","No","Science","Try first","No","Yes","No","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","No","End","Yes","No","Me","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","No","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes",5130
