"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","Party"
4787,1973,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","No","No","Yes","No","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","No","","","","","","","","","","","","","","Yes","End","Yes","Yes","","Yes","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","No","No","Own","Optimist","Mom","No","No","Yes","No","Nope","Yes","","","","","","Yes","No","Yes","Yes","Republican"
4789,1970,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","","","Yes","","No","Mysterious","Yes","No","","","","Yes","Yes","No","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","Online","Yes","Yes","Yes","No","Grrr people","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Rent","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Democrat"
4790,1979,"Female","$100,001 - $150,000","Married (w/kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Cautious","No","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Own","","","","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Republican"
4791,1996,"Male","$25,001 - $50,000","Married (w/kids)","Current K-12","","","","","","","","","","","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","","","","","","","No","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","TMI","No","Yes","Tunes","People","","No","Yes","","","","","","Yes","Cautious","No","","","","","In-person","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
4792,1968,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","","","","","","","Yes","No","Giving","","No","Pragmatist","No","No","","","Yes","","","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","No","Mysterious","","No","Tunes","People","","No","Yes","No","","","","","","Risk-friendly","No","Umm...","No","Socialize","No","In-person","No","No","Yes","No","Grrr people","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
4794,1951,"Female","$25,001 - $50,000","Married (w/kids)","Master's Degree","Yes","Yes","No","Yes","No","Yes","Private","No","No","No","No","Yes","Yes","Yes","Science","Try first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","Yes","","Yes","Yes","No","Mysterious","No","Yes","Talk","People","No","Yes","Yes","Yes","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","No","Yes","No","Yes","No","No","Yes","No","No","No","Democrat"
4795,1977,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","No","No","Idealist","No","No","Hot headed","Odd hours","","","","","","","","","","","","","","","","","","","","","Tunes","Technology","No","No","No","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","No","No","Yes","Yes","No","No","Republican"
4796,1953,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","Study first","Yes","No","No","Yes","Receiving","No","Yes","Pragmatist","No","No","","","","","","","Yes","No","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","","No","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","","","","","","","","Yes","No","Yes","No","No","Rent","Optimist","Mom","No","","","","","","","","","","","Only-child","No","No","Yes","Republican"
4797,1986,"Female","$25,001 - $50,000","Single (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No","Mysterious","No","No","Talk","People","","","","","No","","No","Mac","","Risk-friendly","Yes","Umm...","Yes","Space","Yes","In-person","No","Yes","No","Yes","Yay people!","No","No","Yes","Yes","Yes","No","No","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
4798,1967,"Male","$100,001 - $150,000","Married (w/kids)","Doctoral Degree","Yes","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","A.M.","No","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","No","Yes","Yes","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Republican"
4799,1981,"Male","over $150,000","Single (w/kids)","High School Diploma","","","","","","","","","","","","","","","","","","","Yes","","","No","No","","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","","","Start","","","Me","","","Yes","","No","Mysterious","Yes","No","Tunes","Technology","","No","Yes","Yes","No","Supportive","No","PC","Yes","","No","","","","","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","","","","","","","","","Yes","Own","","","","Yes","No","No","Check!","Yes","Yes","No","Yes","Yes","No","","","","","Republican"
4800,1974,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","No","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","","","","","","","A.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","Yes","TMI","Yes","Yes","Tunes","Technology","No","","","","","","","","","","","","","","","","","","","","","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","","","","","","","","","","","","","","","","","","","Republican"
4801,1962,"Female","over $150,000","Married (no kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","Yes","","","Try first","Yes","No","No","Yes","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","","","Yes","","","","","","Start","","","Circumstances","","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","No","Yes","Yes","Supportive","Yes","","No","Risk-friendly","","Yes!","No","Socialize","Yes","","","Yes","Yes","","","Yes","","","No","No","Yes","Yes","No","","","","","","Optimist","Dad","","No","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","","Democrat"
4802,1980,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","","","","","","","","","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","Yes","No","Giving","","","","","","","Odd hours","No","","Yes","Yes","No","Yes","P.M.","","End","Yes","Yes","Me","","","","","","","Yes","","","","","","","Yes","Yes","Supportive","","","","","","","","","","","","","","","","","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","Yes","Democrat"
4803,1968,"Female","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","","","","Yes","","No","Public","","Yes","No","Yes","","No","Yes","","Try first","","","","","","Yes","No","","","","","Odd hours","No","","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","","","No","Yes","No","","No","","Talk","Technology","","","","","Yes","Supportive","Yes","","Yes","Cautious","","Yes!","","Space","","","","Yes","","","","Yes","Yes","No","","","No","","Yes","No","No","Yes","","Own","","","","Yes","Yes","","","Yes","Yes","","","","Yes","Yes","","","No","Democrat"
4804,1978,"Female","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","Yes","Yes","No","","","Study first","Yes","No","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","No","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","","","","","","","","","","","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","","Yes","Yes","No","Only-child","No","No","Yes","Democrat"
4805,1995,"Female","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","No","","TMI","No","Yes","","","","","","Yes","No","Supportive","Yes","Mac","","Cautious","","Yes!","No","","Yes","In-person","No","No","Yes","No","Yay people!","Yes","No","No","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","Republican"
4806,1980,"Male","over $150,000","Married (no kids)","Doctoral Degree","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","","","","","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","","A.M.","Yes","","Yes","No","","No","No","Yes","Yes","No","","No","No","Tunes","Technology","No","No","Yes","","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","","No","","No","Yes","Yes","Yes","Grrr people","Yes","Yes","","Yes","No","Yes","Yes","No","No","No","Yes","No","Rent","Pessimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","","No","Yes","No","No","Yes","Democrat"
4807,1970,"Female","$25,001 - $50,000","Married (w/kids)","Associate's Degree","No","Yes","No","No","No","No","Private","Yes","Yes","No","Yes","No","No","","","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","No","P.M.","No","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Talk","People","No","Yes","Yes","No","Yes","","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","No","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Republican"
4808,1998,"Female","under $25,000","Single (no kids)","Current K-12","Yes","No","","No","No","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","","Cautious","Yes","Yes!","No","Space","No","In-person","","No","Yes","Yes","Yay people!","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Republican"
4809,1990,"Male","over $150,000","Single (no kids)","Master's Degree","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","No","Yes","Mysterious","No","Yes","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","No","No","Yay people!","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","No","No","No","No","","Yes","Yes","No","No","Yes","Republican"
4812,1996,"Male","under $25,000","Single (no kids)","Current K-12","","Yes","","","","Yes","Public","Yes","","","","Yes","Yes","Yes","","Study first","","","","","","Yes","","Idealist","","","","","Yes","Happy","Yes","Yes","","","P.M.","Yes","End","Yes","","","Yes","","","Yes","","","","","Tunes","People","","","Yes","","","","","","","Cautious","","Yes!","No","Space","Yes","","","Yes","Yes","Yes","Yay people!","Yes","","","","","Yes","","Yes","","","Yes","No","Rent","","","No","Yes","","Yes","Nope","Yes","","Yes","Yes","Yes","","Yes","Yes","","","Democrat"
4813,1979,"Female","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","","No","No","Yes","No","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","No","Supportive","Yes","PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Republican"
4815,1984,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","No","No","","No","No","Idealist","No","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","No","Start","No","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","No","","Yes","Mac","Yes","Cautious","","Umm...","Yes","Space","Yes","Online","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","","","No","No","Yes","No","No","Yes","Democrat"
4816,1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","No","No","Yes","No","No","Public","Yes","Yes","Yes","No","Yes","Yes","Yes","Art","Try first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Republican"
4817,1958,"Male","over $150,000","Married (no kids)","Bachelor's Degree","","No","","","","","","No","No","No","No","Yes","No","Yes","","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","","No","A.M.","Yes","Start","Yes","No","Me","","No","No","Yes","Yes","TMI","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","","","","No","","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","","","No","","No","Yes","No","Yes","","","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","","Yes","No","","Yes","Republican"
4818,1968,"Male","$100,001 - $150,000","Married (w/kids)","Doctoral Degree","","","","","","","","","","","","","","","","","","","","","","No","No","","","","Hot headed","","Yes","Happy","Yes","Yes","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Republican"
4819,1956,"Female","over $150,000","Married (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TMI","No","Yes","Tunes","Technology","Yes","No","No","No","Yes","Supportive","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","Yes","Republican"
4822,1997,"Female","under $25,000","Single (no kids)","Current K-12","No","No","Yes","No","Yes","Yes","Public","No","No","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Republican"
4824,1948,"Male","$25,001 - $50,000","Married (no kids)","Associate's Degree","","","","","","","","","No","No","No","No","No","Yes","Science","Study first","No","No","No","No","Receiving","","","","","","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","Yes","No","Yes","Yes","No","Yes","","","","","","","","","","","","","","","Yes","Yes","No","Yes","No","No","","Republican"
4825,1959,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","No","End","Yes","No","Me","Yes","No","No","Yes","Yes","Mysterious","Yes","","Talk","People","Yes","No","No","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Democrat"
4826,1977,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Talk","Technology","","","","","","","","Mac","","Risk-friendly","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","Democrat"
4827,1974,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","No","No","Private","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","No","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Me","No","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","No","Yes","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","","Yes","No","Yes","Yes","No","Yes","Democrat"
4828,1990,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supportive","No","PC","","","","","","Space","","In-person","No","No","Yes","","Grrr people","","","No","","","","Yes","","","No","Yes","No","Own","Pessimist","","","No","No","No","","","No","Yes","","","Yes","","","No","Yes","Republican"
4831,1985,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
4832,1980,"Male","$50,000 - $74,999","Married (w/kids)","Current Undergraduate","Yes","No","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","No","Science","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","No","Yes","No","A.M.","No","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","No","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","","","","","Online","Yes","No","","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Rent","Pessimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Republican"
4833,1990,"Female","over $150,000","Single (no kids)","High School Diploma","","Yes","No","No","","Yes","Private","No","Yes","Yes","","","","","Science","","Yes","","","","","Yes","","","","","","Standard hours","","Happy","","Yes","","","P.M.","No","","","","","","No","Yes","","No","","","","","","","","","","Yes","","","Mac","","","","","No","","Yes","","","No","","","","","","","","","","","","","","","","","","","","No","Yes","","","","No","No","Yes","Yes","","Yes","","No","Yes","Democrat"
4835,1959,"Female","$100,001 - $150,000","Married (w/kids)","Doctoral Degree","","","","","","","","","Yes","No","Yes","No","","","","","","","","","","","No","Idealist","Yes","No","Hot headed","Odd hours","","Happy","No","Yes","No","No","P.M.","","End","Yes","No","Circumstances","","","","","","","","","","","No","","No","No","Yes","Supportive","","Mac","No","Cautious","Yes","","No","","","In-person","No","","","","","","","","","","No","","","No","No","No","","","Optimist","Mom","No","Yes","Yes","No","Nope","Yes","No","No","No","Yes","","Yes","Yes","No","Yes","Democrat"
4836,2000,"Male","under $25,000","Single (no kids)","Current K-12","","","No","","No","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","","","Yes","Cautious","Yes","","No","Socialize","","In-person","","Yes","","Yes","Yay people!","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Own","Pessimist","","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","","Yes","Republican"
4837,2000,"Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","Yes","Yes","No","Public","No","No","No","No","No","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","No","No","No","Yes","","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","No","Check!","Yes","","","","","","","","","","Democrat"
4838,1996,"Male","over $150,000","Single (no kids)","High School Diploma","No","No","No","No","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","No","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","End","Yes","No","Me","No","No","No","No","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Own","Optimist","Mom","No","No","Yes","No","Check!","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Democrat"
4839,1989,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","Yes","","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","","Yes","","","No","","No","Yes","Yes","Supportive","No","","No","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","","","","","No","No","No","Yes","No","Rent","Optimist","Dad","No","No","No","Yes","","Yes","","","","","","Yes","","No","","Democrat"
4840,1990,"Female","under $25,000","Single (no kids)","High School Diploma","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No","Mysterious","","No","","","No","Yes","Yes","Yes","No","Demanding","No","PC","","","","Yes!","No","","No","In-person","No","No","Yes","Yes","","","No","","No","","Yes","No","No","No","No","No","","","Optimist","","","No","Yes","Yes","","","","","No","","","Yes","No","No","Yes","Democrat"
4841,1995,"Female","$100,001 - $150,000","Single (w/kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","Hot headed","","","","Yes","Yes","No","","P.M.","Yes","","Yes","No","","Yes","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","Republican"
4842,1968,"Female","$50,000 - $74,999","Married (w/kids)","Current Undergraduate","","","","","","","","","","","","","No","Yes","Art","Study first","Yes","","","No","Giving","Yes","No","","No","No","Cool headed","Odd hours","Yes","","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","","","","","","","","","","","","","","","No","Demanding","No","PC","","","","","","","","","","","","","","Yes","No","Yes","No","","No","Yes","Yes","","","","","","","","","","","","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","Yes","","Republican"
4843,1979,"Male","$100,001 - $150,000","Single (no kids)","Associate's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
