ID,Team.Name,Public.Score,Public.Rank,Private.Score,Private.Rank,Delta.Score,Delta.Rank
1293,Amro,0.63075,1464,0.62644,1292,-0.00431,-172
1294,ArjunVarma,0.63649,1043,0.62644,1293,-0.01005,250
1295,Ted_Bar,0.63793,937,0.62644,1294,-0.01149,357
1296,kat479,0.64224,668,0.62644,1295,-0.01580,627
1297,Susan,0.63506,1136,0.62644,1296,-0.00862,160
1298,kjj201,0.62644,1897,0.62644,1297,0.00000,-600
1299,y_kanai,0.62069,2141,0.62644,1298,0.00575,-843
1300,BrunoLazarini,0.64943,337,0.62644,1299,-0.02299,962
1301,NihalBorkar,0.63218,1358,0.62644,1300,-0.00574,-58
1302,JuanCarlosDominguez,0.63649,1056,0.62644,1301,-0.01005,245
1303,robertopereiratorres,0.63937,834,0.62644,1302,-0.01293,468
1304,Steve Wang,0.63649,1063,0.62644,1303,-0.01005,240
1305,VSD,0.61925,2349,0.62644,1304,0.00719,-1045
1306,Brigit,0.61782,2419,0.62644,1305,0.00862,-1114
1307,MartinD_AU,0.64655,459,0.62644,1306,-0.02011,847
1308,NganChau,0.63506,1147,0.62644,1307,-0.00862,160
1309,HCHH,0.63218,1345,0.62644,1308,-0.00574,-37
1310,numb7,0.63649,1032,0.62644,1309,-0.01005,277
1311,ELIZABETHCARPENTER,0.62500,1938,0.62644,1310,0.00144,-628
1312,rama krishna p.v.,0.63218,1374,0.62644,1311,-0.00574,-63
1313,xTina,0.64799,404,0.62644,1312,-0.02155,908
1314,JohnKagg,0.64943,345,0.62644,1313,-0.02299,968
1315,David V.,0.61925,2145,0.62644,1314,0.00719,-831
1316,Caroline Satye,0.62644,1909,0.62644,1315,0.00000,-594
1317,neilseas,0.61925,2242,0.62644,1316,0.00719,-926
1318,Andrew Weston,0.63793,871,0.62500,1317,-0.01293,446
1319,JY Orme,0.63362,1160,0.62500,1318,-0.00862,158
1320,michael.chong,0.62787,1766,0.62500,1319,-0.00287,-447
1321,MarcusLinden,0.64799,349,0.62500,1320,-0.02299,971
1322,VictorGarces,0.63218,1256,0.62500,1321,-0.00718,65
1323,ajbooij,0.63075,1387,0.62500,1322,-0.00575,-65
1324,KelvinChan,0.61782,2387,0.62500,1323,0.00718,-1064
1325,SørenKongstad,0.63362,1179,0.62500,1324,-0.00862,145
1326,Mike Walsh,0.64080,696,0.62500,1325,-0.01580,629
1327,tadgett33,0.62931,1483,0.62500,1326,-0.00431,-157
1328,Marcelo Barbosa,0.64655,439,0.62500,1327,-0.02155,888
1329,HMarcelo,0.64080,716,0.62500,1328,-0.01580,612
1330,Vinícius,0.63649,969,0.62500,1329,-0.01149,360
1331,Mishytka,0.64511,473,0.62500,1330,-0.02011,857
1332,nlmarks,0.62213,2044,0.62500,1331,0.00287,-713
1333,scuba.steve,0.62787,1788,0.62500,1332,-0.00287,-456
1334,Nitesh,0.62356,1991,0.62500,1333,0.00144,-658
1335,god007,0.61494,2443,0.62500,1334,0.01006,-1109
1336,NatalieGanderton,0.63218,1312,0.62500,1335,-0.00718,23
1337,Cory Matieyshen,0.63937,790,0.62500,1336,-0.01437,546
1338,ZiLin,0.62644,1838,0.62500,1337,-0.00144,-501
1339,JHyde,0.65086,251,0.62500,1338,-0.02586,1087
1340,karthikKP,0.62787,1765,0.62500,1339,-0.00287,-426
1341,FT,0.62931,1526,0.62500,1340,-0.00431,-186
1342,Mohan,0.62069,2091,0.62500,1341,0.00431,-750
1343,reggiet1303,0.63937,802,0.62500,1342,-0.01437,540
1344,AngelCuevasMuñoz,0.62787,1807,0.62500,1343,-0.00287,-464
1345,Jurga Zelvariene,0.64368,552,0.62500,1344,-0.01868,792
1346,Jyoti Thakur,0.63506,1092,0.62500,1345,-0.01006,253
1347,baguapro,0.65230,207,0.62500,1346,-0.02730,1139
1348,Catelyn,0.61494,2445,0.62500,1347,0.01006,-1098
1349,obi1,0.61207,2486,0.62500,1348,0.01293,-1138
1350,dcollange,0.62069,2096,0.62500,1349,0.00431,-747
1351,AndreyX,0.64511,504,0.62500,1350,-0.02011,846
1352,Chris 2,0.62787,1775,0.62500,1351,-0.00287,-424
1353,Srpi7947,0.63362,1184,0.62500,1352,-0.00862,168
1354,Gopalakrishna,0.64943,310,0.62500,1353,-0.02443,1043
1355,SandhyaPalivila,0.64799,372,0.62500,1354,-0.02299,982
1356,NiharGupta,0.64799,374,0.62500,1355,-0.02299,981
1357,Storm,0.64080,770,0.62500,1356,-0.01580,586
1358,Chris Elvin,0.65374,170,0.62500,1357,-0.02874,1187
1359,Gabe,0.61925,2221,0.62500,1358,0.00575,-863
1360,unknown,0.62931,1590,0.62500,1359,-0.00431,-231
1361,SergF,0.65374,171,0.62500,1360,-0.02874,1189
1362,panglinsey,0.62500,1937,0.62500,1361,0.00000,-576
1363,Willy,0.65086,260,0.62500,1362,-0.02586,1102
1364,book,0.60489,2556,0.62500,1363,0.02011,-1193
1365,AidaK,0.61925,2172,0.62500,1364,0.00575,-808
1366,SallyLee,0.63793,898,0.62500,1365,-0.01293,467
1367,TomasVdB,0.64224,631,0.62500,1366,-0.01724,735
1368,Brian Holt,0.63649,998,0.62500,1367,-0.01149,369
1369,Claudine,0.64224,600,0.62500,1368,-0.01724,768
1370,Joao,0.62931,1628,0.62500,1369,-0.00431,-259
1371,Ibrahima NIANG 2,0.65230,219,0.62500,1370,-0.02730,1151
1372,HariHara Muvvala,0.64799,368,0.62500,1371,-0.02299,1003
1373,Tom,0.61925,2245,0.62500,1372,0.00575,-873
1374,mattlucas,0.63649,1003,0.62500,1373,-0.01149,370
1375,Andreas Bruenner,0.63793,928,0.62500,1374,-0.01293,446
1376,Dave Wheeler,0.62931,1565,0.62500,1375,-0.00431,-190
1377,RPMagrane,0.63649,1016,0.62500,1376,-0.01149,360
1378,tglaria,0.63793,914,0.62500,1377,-0.01293,463
1379,DongdongLee,0.62356,2018,0.62500,1378,0.00144,-640
1380,Siddhant Maheshka,0.62069,2105,0.62500,1379,0.00431,-726
1381,Anastasios Stathopoulos,0.63793,920,0.62500,1380,-0.01293,460
1382,LynnLee,0.63218,1310,0.62500,1381,-0.00718,71
1383,ChrisL,0.65086,269,0.62500,1382,-0.02586,1113
1384,KorinaDigalaki,0.63506,1143,0.62500,1383,-0.01006,240
1385,VIVEKM,0.62644,1883,0.62500,1384,-0.00144,-499
1386,Alvaro,0.62787,1795,0.62500,1385,-0.00287,-410
1387,Bhagiradh,0.62500,1952,0.62500,1386,0.00000,-566
1388,Adolfo,0.65517,157,0.62500,1387,-0.03017,1230
1389,anupulu,0.62931,1670,0.62500,1388,-0.00431,-282
1390,panda,0.65086,273,0.62500,1389,-0.02586,1116
1391,Beatrice Victoria Sison,0.63075,1423,0.62500,1390,-0.00575,-33
1392,JoeWan,0.64224,667,0.62500,1391,-0.01724,724
1393,Pahadia,0.63218,1335,0.62500,1392,-0.00718,57
1394,thhaef,0.62931,1621,0.62500,1393,-0.00431,-228
1395,Konstantin Semenov,0.62213,2076,0.62500,1394,0.00287,-682
1396,Biranjanraut,0.64080,735,0.62500,1395,-0.01580,660
1397,Sri,0.62931,1716,0.62500,1396,-0.00431,-320
1398,NSBZKRV,0.66523,44,0.62500,1397,-0.04023,1353
1399,RyanCurtis,0.63218,1330,0.62500,1398,-0.00718,68
1400,Dirk2705,0.62931,1640,0.62500,1399,-0.00431,-241
1401,Panos,0.62931,1689,0.62500,1400,-0.00431,-289
1402,JessicaBrenes,0.61925,2289,0.62500,1401,0.00575,-888
1403,TarKaushik,0.64080,714,0.62500,1402,-0.01580,688
1404,Francois Fernando,0.61925,2306,0.62500,1403,0.00575,-903
1405,Random Guess,0.62787,1789,0.62500,1404,-0.00287,-385
1406,DomGrey,0.64511,508,0.62500,1405,-0.02011,897
1407,samrocks,0.61782,2415,0.62500,1406,0.00718,-1009
1408,Leonardo Eichler,0.63218,1324,0.62500,1407,-0.00718,83
1409,Bartek Grygiel,0.62644,1840,0.62500,1408,-0.00144,-432
1410,VeeraMarisetty,0.62931,1690,0.62500,1409,-0.00431,-281
1411,AdrianSharp,0.64655,444,0.62500,1410,-0.02155,966
1412,Joydeep Mandal,0.63649,1060,0.62500,1411,-0.01149,351
1413,Vinayakaram Gururajan,0.63793,933,0.62500,1412,-0.01293,479
1414,vinit,0.62069,2120,0.62500,1413,0.00431,-707
1415,DivyaSharma,0.62931,1510,0.62500,1414,-0.00431,-96
1416,dswan,0.61494,2452,0.62500,1415,0.01006,-1037
1417,JG3103,0.64368,577,0.62500,1416,-0.01868,839
1418,VeePee,0.62069,2126,0.62500,1417,0.00431,-709
1419,AnuragDravid,0.62500,1963,0.62500,1418,0.00000,-545
1420,Scribe17,0.61925,2350,0.62500,1419,0.00575,-931
1421,bethelmark,0.63362,1166,0.62500,1420,-0.00862,254
1422,abrandes,0.65374,198,0.62500,1421,-0.02874,1223
1423,Jan Bajer,0.62069,2129,0.62500,1422,0.00431,-707
1424,dwp676,0.64080,744,0.62500,1423,-0.01580,679
1425,John Allred,0.63218,1359,0.62500,1424,-0.00718,65
1426,Christian Corona,0.62069,2131,0.62500,1425,0.00431,-706
1427,ElefHead,0.63075,1438,0.62500,1426,-0.00575,-12
1428,sabineoussi,0.62931,1488,0.62500,1427,-0.00431,-61
1429,XIMENADURAN,0.63218,1364,0.62500,1428,-0.00718,64
1430,Karthick,0.62787,1819,0.62500,1429,-0.00287,-390
1431,deepakiyer,0.62787,1811,0.62500,1430,-0.00287,-381
1432,Kevin Keith,0.63793,956,0.62500,1431,-0.01293,475
1433,lydia,0.63075,1455,0.62500,1432,-0.00575,-23
1434,Jaakko Teinila,0.63362,1174,0.62500,1433,-0.00862,259
1435,NicolasGouvy,0.63218,1369,0.62500,1434,-0.00718,65
1436,MohanKrothapally,0.62500,1971,0.62500,1435,0.00000,-536
1437,Sridhar Palle,0.65230,244,0.62500,1436,-0.02730,1192
1438,Ankur 3,0.65805,115,0.62500,1437,-0.03305,1322
1439,Paulki,0.64943,344,0.62500,1438,-0.02443,1094
1440,said,0.64511,502,0.62500,1439,-0.02011,937
1441,dave 2,0.64799,403,0.62500,1440,-0.02299,1037
1442,Rhian Thomas,0.61925,2372,0.62500,1441,0.00575,-931
1443,BDavies,0.62931,1664,0.62500,1442,-0.00431,-222
1444,PWhysall,0.64224,683,0.62500,1443,-0.01724,760
1445,Dosto,0.63075,1460,0.62500,1444,-0.00575,-16
1446,miljenko,0.64224,672,0.62500,1445,-0.01724,773
1447,Sultan Amed,0.62931,1751,0.62500,1446,-0.00431,-305
1448,manny,0.61782,2423,0.62500,1447,0.00718,-976
1449,Joao Carlos F. Barbosa,0.64799,408,0.62500,1448,-0.02299,1040
1450,YashSaxena,0.64511,537,0.62500,1449,-0.02011,912
1451,MMGU,0.63075,1432,0.62500,1450,-0.00575,18
1452,WeiYu,0.64655,409,0.62356,1451,-0.02299,1042
1453,MorrisQiu,0.64080,691,0.62356,1452,-0.01724,761
1454,MI,0.64080,693,0.62356,1453,-0.01724,760
1455,ShashidharJetti,0.61782,2388,0.62356,1454,0.00574,-934
1456,Max Antonov,0.62644,1835,0.62356,1455,-0.00288,-380
1457,niclaij,0.64511,464,0.62356,1456,-0.02155,992
1458,Ivan_mephist,0.61925,2150,0.62356,1457,0.00431,-693
1459,soumendu,0.63793,876,0.62356,1458,-0.01437,582
1460,RamanenderSingh,0.62787,1760,0.62356,1459,-0.00431,-301
1461,SaraCarrington,0.63075,1462,0.62356,1460,-0.00719,-2
1462,Eotoke Tan,0.63218,1259,0.62356,1461,-0.00862,202
1463,Matthew,0.62931,1478,0.62356,1462,-0.00575,-16
1464,WalkerChu,0.64080,703,0.62356,1463,-0.01724,760
1465,Michael Cox,0.63075,1403,0.62356,1464,-0.00719,61
1466,Hu Qin,0.62931,1487,0.62356,1465,-0.00575,-22
1467,Devashis Sarangi,0.64224,604,0.62356,1466,-0.01868,862
1468,nburman,0.63506,1080,0.62356,1467,-0.01150,387
1469,pgren,0.63218,1346,0.62356,1468,-0.00862,122
1470,IdaTateo,0.62787,1769,0.62356,1469,-0.00431,-300
1471,Aimee Hall,0.61925,2183,0.62356,1470,0.00431,-713
1472,Nataraj Dongre,0.62356,1994,0.62356,1471,0.00000,-523
1473,leafwood,0.62931,1529,0.62356,1472,-0.00575,-57
1474,ldbkgl,0.62644,1841,0.62356,1473,-0.00288,-368
1475,hephe,0.63075,1392,0.62356,1474,-0.00719,82
1476,DavidMcAuslan,0.62069,2090,0.62356,1475,0.00287,-615
1477,LataAsnani,0.64080,709,0.62356,1476,-0.01724,767
1478,Alejandra Fernández,0.62644,1852,0.62356,1477,-0.00288,-375
1479,Bob Hay,0.62931,1598,0.62356,1478,-0.00575,-120
1480,KenOchi,0.61782,2396,0.62356,1479,0.00574,-917
1481,NicholasCoder,0.62931,1623,0.62356,1480,-0.00575,-143
1482,Sai Prasanth Kota,0.65086,256,0.62356,1481,-0.02730,1225
1483,Ed van Gasteren,0.63649,995,0.62356,1482,-0.01293,487
1484,jonsan21,0.65517,151,0.62356,1483,-0.03161,1332
1485,Anand,0.62931,1602,0.62356,1484,-0.00575,-118
1486,menejike,0.62931,1674,0.62356,1485,-0.00575,-189
1487,flowlight,0.63218,1266,0.62356,1486,-0.00862,220
1488,AdythiaDean,0.63937,810,0.62356,1487,-0.01581,677
1489,RajeshDhume,0.63075,1406,0.62356,1488,-0.00719,82
1490,Jeremyj,0.65230,217,0.62356,1489,-0.02874,1272
1491,ectan9,0.62931,1601,0.62356,1490,-0.00575,-111
1492,Nitin Chandra,0.61782,2401,0.62356,1491,0.00574,-910
1493,CelsoAvanti,0.62931,1503,0.62356,1492,-0.00575,-11
1494,Jorge Mario Calvo Londoño,0.63649,999,0.62356,1493,-0.01293,494
1495,Dmitry Kolosov,0.63649,1001,0.62356,1494,-0.01293,493
1496,Krishnendu Saha,0.64224,633,0.62356,1495,-0.01868,862
1497,bondk818,0.61638,2430,0.62356,1496,0.00718,-934
1498,axbt,0.63218,1307,0.62356,1497,-0.00862,190
1499,Irenedea,0.61925,2255,0.62356,1498,0.00431,-757
1500,jpcandusso,0.62644,1867,0.62356,1499,-0.00288,-368
1501,YoshiieTsunoda,0.63649,1035,0.62356,1500,-0.01293,465
1502,luvdata88,0.63362,1197,0.62356,1501,-0.01006,304
1503,Guido,0.64224,640,0.62356,1502,-0.01868,862
1504,aoleo,0.64511,509,0.62356,1503,-0.02155,994
1505,Yannick UM,0.61782,2406,0.62356,1504,0.00574,-902
1506,AntonioAlbo,0.62213,2059,0.62356,1505,0.00143,-554
1507,JBELK,0.62213,2057,0.62356,1506,0.00143,-551
1508,daskalge,0.62500,1953,0.62356,1507,-0.00144,-446
1509,Ilya Gukov,0.61925,2279,0.62356,1508,0.00431,-771
1510,SuzanneBlack,0.61925,2305,0.62356,1509,0.00431,-796
1511,charmiwowong,0.61925,2273,0.62356,1510,0.00431,-763
1512,amus,0.63218,1326,0.62356,1511,-0.00862,185
1513,David 2,0.63937,808,0.62356,1512,-0.01581,704
1514,MT,0.62931,1578,0.62356,1513,-0.00575,-65
1515,kismet,0.62931,1638,0.62356,1514,-0.00575,-124
1516,Manuel Silva Gallego,0.64943,330,0.62356,1515,-0.02587,1185
1517,Erdem,0.62931,1654,0.62356,1516,-0.00575,-138
1518,Luis Teixeira,0.65661,125,0.62356,1517,-0.03305,1392
1519,jmstadt,0.64080,705,0.62356,1518,-0.01724,813
1520,LindaGibbs,0.62931,1666,0.62356,1519,-0.00575,-147
1521,Ricardo Guadarrama Arias,0.63362,1214,0.62356,1520,-0.01006,306
1522,skyu,0.62931,1704,0.62356,1521,-0.00575,-183
1523,Manas,0.63218,1347,0.62356,1522,-0.00862,175
1524,dgfriedrich,0.65086,293,0.62356,1523,-0.02730,1230
1525,DanJub,0.62356,2002,0.62356,1524,0.00000,-478
1526,Daniel 2,0.63506,1151,0.62356,1525,-0.01150,374
1527,jaboo,0.62931,1547,0.62356,1526,-0.00575,-21
1528,AbhishekT,0.63937,851,0.62356,1527,-0.01581,676
1529,Jaider Fernandez,0.62500,1965,0.62356,1528,-0.00144,-437
1530,extremadamente,0.61782,2413,0.62356,1529,0.00574,-884
1531,E. Aboufadel,0.65517,160,0.62356,1530,-0.03161,1370
1532,FabioSilva,0.61925,2343,0.62356,1531,0.00431,-812
1533,Soumitra Chakraborty,0.61782,2416,0.62356,1532,0.00574,-884
1534,DougRoberts,0.62213,2074,0.62356,1533,0.00143,-541
1535,WilliamFlorez,0.62644,1900,0.62356,1534,-0.00288,-366
1536,Thomas 2,0.63506,1141,0.62356,1535,-0.01150,394
1537,Saurabh Desai,0.63075,1429,0.62356,1536,-0.00719,107
1538,EmmaM,0.64943,336,0.62356,1537,-0.02587,1201
1539,emma,0.61925,2373,0.62356,1538,0.00431,-835
1540,Christos,0.63937,868,0.62356,1539,-0.01581,671
1541,NeilParham,0.64799,407,0.62356,1540,-0.02443,1133
1542,PaulM,0.63506,1152,0.62356,1541,-0.01150,389
1543,Kenny Lew,0.62787,1828,0.62356,1542,-0.00431,-286
1544,Bio_Geek,0.64224,660,0.62356,1543,-0.01868,883
1545,AnilSamal,0.64511,536,0.62356,1544,-0.02155,1008
1546,KV,0.61494,2453,0.62356,1545,0.00862,-908
1547,KeyShin,0.66236,66,0.62213,1546,-0.04023,1480
1548,ShravK,0.62931,1467,0.62213,1547,-0.00718,80
1549,naxujalsdf,0.62931,1468,0.62213,1548,-0.00718,80
1550,Walter Silva,0.62931,1469,0.62213,1549,-0.00718,80
1551,PaulZ,0.62931,1470,0.62213,1550,-0.00718,80
1552,hamelg,0.62931,1471,0.62213,1551,-0.00718,80
1553,kaglag,0.62931,1472,0.62213,1552,-0.00718,80
1554,mantvydas,0.62931,1474,0.62213,1553,-0.00718,79
1555,OlesyaKosmyna,0.63075,1383,0.62213,1554,-0.00862,171
1556,victorlacorte,0.62931,1475,0.62213,1555,-0.00718,80
1557,addelalat,0.63075,1422,0.62213,1556,-0.00862,134
1558,Masoud Allameh,0.62356,1988,0.62213,1557,-0.00143,-431
1559,frankengelbert,0.62931,1477,0.62213,1558,-0.00718,81
1560,phinney19,0.62931,1479,0.62213,1559,-0.00718,80
1561,Hari,0.63362,1159,0.62213,1560,-0.01149,401
1562,Massimo Morelli,0.63218,1300,0.62213,1561,-0.01005,261
1563,MohitDhameeja,0.62931,1481,0.62213,1562,-0.00718,81
1564,Vinith Vemana,0.62931,1482,0.62213,1563,-0.00718,81
1565,Ilona,0.62931,1484,0.62213,1564,-0.00718,80
1566,Brusko,0.62787,1781,0.62213,1565,-0.00574,-216
1567,Vincent Soh,0.62931,1490,0.62213,1566,-0.00718,76
1568,PabloFernandez,0.62931,1491,0.62213,1567,-0.00718,76
1569,A_Knopp,0.62931,1492,0.62213,1568,-0.00718,76
1570,HeathLoden,0.62931,1493,0.62213,1569,-0.00718,76
1571,EdwardHeatley,0.62931,1494,0.62213,1570,-0.00718,76
1572,MuhammadIqbalTawakal,0.62931,1495,0.62213,1571,-0.00718,76
1573,HimanshuGoyal,0.63075,1381,0.62213,1572,-0.00862,191
1574,Alberto,0.65086,247,0.62213,1573,-0.02873,1326
1575,BillMiller,0.62931,1498,0.62213,1574,-0.00718,76
1576,LASODATA,0.62931,1499,0.62213,1575,-0.00718,76
1577,Murrayh,0.62931,1500,0.62213,1576,-0.00718,76
1578,Ashokkumar,0.62931,1501,0.62213,1577,-0.00718,76
1579,CarolP,0.62931,1504,0.62213,1578,-0.00718,74
1580,Jennifer R,0.61207,2484,0.62213,1579,0.01006,-905
1581,sujohn,0.60632,2542,0.62213,1580,0.01581,-962
1582,parinaz bassampour,0.64080,697,0.62213,1581,-0.01867,884
1583,BenRussert,0.63793,881,0.62213,1582,-0.01580,701
1584,Jurgens,0.62213,2041,0.62213,1583,0.00000,-458
1585,DavidIgnoul,0.62931,1506,0.62213,1584,-0.00718,78
1586,SebastianGarcia,0.64080,701,0.62213,1585,-0.01867,884
1587,KshitizKhatri,0.63218,1278,0.62213,1586,-0.01005,308
1588,Narender,0.62931,1507,0.62213,1587,-0.00718,80
1589,timflocke,0.63506,1087,0.62213,1588,-0.01293,501
1590,charujain,0.62931,1508,0.62213,1589,-0.00718,81
1591,Hye Jin Jang,0.62931,1512,0.62213,1590,-0.00718,78
1592,DayTimeChunks,0.62931,1513,0.62213,1591,-0.00718,78
1593,v413kk,0.62931,1515,0.62213,1592,-0.00718,77
1594,C4rl05/V,0.63075,1393,0.62213,1593,-0.00862,200
1595,Sudhanshu_Citadel,0.62931,1517,0.62213,1594,-0.00718,77
1596,ScottHansen,0.62931,1518,0.62213,1595,-0.00718,77
1597,Frank_mira,0.63218,1279,0.62213,1596,-0.01005,317
1598,RajM,0.63218,1271,0.62213,1597,-0.01005,326
1599,GiteshChopra,0.62931,1519,0.62213,1598,-0.00718,79
1600,ssstone,0.63218,1332,0.62213,1599,-0.01005,267
1601,tomkas,0.62931,1520,0.62213,1600,-0.00718,80
1602,zhangliang,0.62931,1521,0.62213,1601,-0.00718,80
1603,lizjamie,0.62931,1522,0.62213,1602,-0.00718,80
1604,MattBeckford,0.62931,1523,0.62213,1603,-0.00718,80
1605,sameerkarjatkar,0.61782,2390,0.62213,1604,0.00431,-786
1606,leoitsn,0.62931,1524,0.62213,1605,-0.00718,81
1607,DeebyadeepParida,0.62931,1525,0.62213,1606,-0.00718,81
1608,T00nHead,0.63793,910,0.62213,1607,-0.01580,697
1609,Joaquin,0.63937,793,0.62213,1608,-0.01724,815
1610,Erli Zhou,0.62931,1530,0.62213,1609,-0.00718,79
1611,Varshan,0.62931,1531,0.62213,1610,-0.00718,79
1612,ks72,0.63362,1168,0.62213,1611,-0.01149,443
1613,GaneshAR,0.62931,1532,0.62213,1612,-0.00718,80
1614,J058,0.64943,303,0.62213,1613,-0.02730,1310
1615,TamannaGupta,0.61782,2397,0.62213,1614,0.00431,-783
1616,jim1957,0.63362,1227,0.62213,1615,-0.01149,388
1617,James,0.62931,1533,0.62213,1616,-0.00718,83
1618,Deependra,0.62931,1534,0.62213,1617,-0.00718,83
1619,Eoin Bradford,0.62931,1535,0.62213,1618,-0.00718,83
1620,ribery77,0.62931,1536,0.62213,1619,-0.00718,83
1621,SultanAbuKoshaim,0.64224,608,0.62213,1620,-0.02011,1012
1622,Dani,0.62931,1538,0.62213,1621,-0.00718,83
1623,Erik Larsen,0.62931,1539,0.62213,1622,-0.00718,83
1624,miniesta4,0.63506,1094,0.62213,1623,-0.01293,529
1625,maximiliangoldmann,0.62931,1540,0.62213,1624,-0.00718,84
1626,Janne H,0.62500,1925,0.62213,1625,-0.00287,-300
1627,DimitrisT,0.62931,1541,0.62213,1626,-0.00718,85
1628,ROBERTMOSTAFAVI,0.64224,659,0.62213,1627,-0.02011,968
1629,RoboticTree,0.62931,1543,0.62213,1628,-0.00718,85
1630,BakerFriehat,0.64224,606,0.62213,1629,-0.02011,1023
1631,Rafael Ladeira,0.62644,1844,0.62213,1630,-0.00431,-214
1632,JM123,0.62931,1544,0.62213,1631,-0.00718,87
1633,NandakumarMohan,0.62931,1545,0.62213,1632,-0.00718,87
1634,AlonAlexandrov,0.62931,1546,0.62213,1633,-0.00718,87
1635,Monika S.,0.64224,610,0.62213,1634,-0.02011,1024
1636,Mohammed Haris T,0.62931,1549,0.62213,1635,-0.00718,86
1637,ankitbansal,0.62931,1550,0.62213,1636,-0.00718,86
1638,SergiiMelnychuk,0.62931,1551,0.62213,1637,-0.00718,86
1639,rahulkumar_rk,0.62931,1553,0.62213,1638,-0.00718,85
1640,Roberto Keffer Avelino,0.62931,1554,0.62213,1639,-0.00718,85
1641,mises,0.62069,2089,0.62213,1640,0.00144,-449
1642,menglish531,0.62931,1556,0.62213,1641,-0.00718,85
1643,sasanka,0.62931,1557,0.62213,1642,-0.00718,85
1644,lavorue,0.62931,1558,0.62213,1643,-0.00718,85
1645,MaxDunaevsky,0.62931,1561,0.62213,1644,-0.00718,83
1646,gennarogra,0.62931,1562,0.62213,1645,-0.00718,83
1647,Jorged'Almeida,0.62931,1563,0.62213,1646,-0.00718,83
1648,Steve_E,0.62069,2092,0.62213,1647,0.00144,-445
1649,shaswata roy,0.62931,1567,0.62213,1648,-0.00718,81
1650,Light,0.64799,367,0.62213,1649,-0.02586,1282
1651,Alvaro Huamán,0.62931,1568,0.62213,1650,-0.00718,82
1652,Dan Movek,0.63218,1311,0.62213,1651,-0.01005,340
1653,Ameek Bhalla,0.62931,1569,0.62213,1652,-0.00718,83
1654,Pieter-Jan,0.62931,1570,0.62213,1653,-0.00718,83
1655,LeeWilson,0.62931,1572,0.62213,1654,-0.00718,82
1656,shoresh,0.64080,710,0.62213,1655,-0.01867,945
1657,batemangq,0.61782,2398,0.62213,1656,0.00431,-742
1658,Mani,0.63218,1283,0.62213,1657,-0.01005,374
1659,zeraye,0.63362,1216,0.62213,1658,-0.01149,442
1660,ArturoEsquerra,0.62931,1574,0.62213,1659,-0.00718,85
1661,asabet,0.61351,2468,0.62213,1660,0.00862,-808
1662,FabiánPabón,0.64368,565,0.62213,1661,-0.02155,1096
1663,Angelos Livanos,0.63218,1377,0.62213,1662,-0.01005,285
1664,milo1320,0.63649,991,0.62213,1663,-0.01436,672
1665,Sergej Surinov,0.62931,1577,0.62213,1664,-0.00718,87
1666,RohitJoshi,0.62644,1854,0.62213,1665,-0.00431,-189
1667,Petr,0.64511,477,0.62213,1666,-0.02298,1189
1668,abhishekjain,0.62931,1580,0.62213,1667,-0.00718,87
1669,HeimoV,0.63649,993,0.62213,1668,-0.01436,675
1670,davideT,0.63793,932,0.62213,1669,-0.01580,737
1671,kboger,0.62931,1581,0.62213,1670,-0.00718,89
1672,IsadoraAmaral,0.62931,1582,0.62213,1671,-0.00718,89
1673,José Carlos,0.64224,661,0.62213,1672,-0.02011,1011
1674,ThesarMuhammad,0.62931,1583,0.62213,1673,-0.00718,90
1675,PhaniNandula,0.62931,1584,0.62213,1674,-0.00718,90
1676,Haney,0.62931,1585,0.62213,1675,-0.00718,90
1677,Lincolnfstern,0.62931,1587,0.62213,1676,-0.00718,89
1678,HarshitMehta,0.63362,1190,0.62213,1677,-0.01149,487
1679,Sarah,0.61925,2187,0.62213,1678,0.00288,-509
1680,Polu Vidya Sagar,0.63506,1101,0.62213,1679,-0.01293,578
1681,suihedolood,0.62931,1591,0.62213,1680,-0.00718,89
1682,Debdas Banerjee,0.64943,312,0.62213,1681,-0.02730,1369
1683,Rmie,0.62931,1592,0.62213,1682,-0.00718,90
1684,Alex John,0.62931,1593,0.62213,1683,-0.00718,90
1685,RoG9,0.66379,56,0.62213,1684,-0.04166,1628
1686,gloriarhyne,0.62931,1594,0.62213,1685,-0.00718,91
1687,Jean-François,0.62931,1596,0.62213,1686,-0.00718,90
1688,Cassie,0.62931,1597,0.62213,1687,-0.00718,90
1689,JDLC,0.62931,1600,0.62213,1688,-0.00718,88
1690,gretaayers,0.62931,1603,0.62213,1689,-0.00718,86
1691,shlearning,0.62931,1604,0.62213,1690,-0.00718,86
1692,AlexeyAlepko,0.64224,664,0.62213,1691,-0.02011,1027
1693,feg1,0.62931,1605,0.62213,1692,-0.00718,87
1694,Serkan Yilmaz,0.62931,1606,0.62213,1693,-0.00718,87
1695,Julian,0.63793,905,0.62213,1694,-0.01580,789
1696,sanc209,0.62931,1609,0.62213,1695,-0.00718,86
1697,BhaskaraVignesh,0.62931,1610,0.62213,1696,-0.00718,86
1698,jl75,0.63362,1225,0.62213,1697,-0.01149,472
1699,dipenduchanda,0.63075,1407,0.62213,1698,-0.00862,291
1700,BalaPrabahar,0.61782,2400,0.62213,1699,0.00431,-701
1701,squawk1200,0.62931,1612,0.62213,1700,-0.00718,88
1702,SanjayVijayaraghavan,0.62931,1615,0.62213,1701,-0.00718,86
